Frequency_Hz,Amplitude_d1,Phase_rad_d1,Amplitude_d3,Phase_rad_d3
61000.0,8.183920108224695e-07,0.5707487742993247,1.9151601109025346e-06,0.06845296390119443
61002.50125062531,8.764069289519897e-07,0.1839249038241105,6.631049425013829e-07,1.4126346212335448
61005.00250125062,7.721847968626379e-07,1.4565936073350456,2.3038059745552036e-06,2.122084327382496
61007.503751875935,1.001411261536411e-06,1.6978441902866974,8.739661741848324e-07,2.6215022433447346
61010.00500250125,5.5666554290654e-07,2.0825844454831715,1.3294819578712564e-06,-0.16878231796395718
61012.506253126565,1.0637789921005023e-06,1.8304963580742781,1.107374456468961e-06,0.8481898892834943
61015.007503751876,1.5340913128347125e-06,0.2642590636269118,2.81618325578002e-06,-1.831489719975561
61017.50875437719,7.184823260319258e-07,1.8632929388068902,7.410922553986582e-07,1.9493809499698929
61020.0100050025,4.745950096115112e-07,-0.7900428782545325,8.437558862364861e-07,-1.3065986589701886
61022.51125562781,6.663822597352316e-07,0.8953029256822836,1.3011805050846472e-06,0.283905262954842
61025.01250625313,1.0528066076506221e-06,-0.715136452917948,4.187627832641033e-06,-0.07429212216788236
61027.51375687844,1.2881455121500622e-06,2.4664866049389382,1.600318841998404e-06,-2.1849247704960613
61030.01500750375,5.163716222921202e-07,1.09980470216385,1.4304218957436388e-06,0.738676088227099
61032.516258129064,8.801631160684942e-07,1.8363091608122821,2.4870067376826648e-06,2.763723365704777
61035.017508754376,3.525546344398852e-07,1.0061885142259162,1.4964081233409931e-06,2.570159422934434
61037.51875937969,8.549311827312817e-07,1.3366030630556833,2.6177766385758387e-06,-0.4280940159110684
61040.020010005006,4.2301885793719047e-07,1.543540550496796,2.3084903105755007e-06,0.13229211275504443
61042.52126063032,3.537678220828762e-07,-0.33104199645389554,6.464861363854313e-07,-0.67584526990415
61045.02251125563,1.3342216540244145e-06,0.9709253168490175,2.48743003751191e-07,0.6586642281738122
61047.52376188094,3.268506034980448e-07,0.9991786628470524,1.3873830585544987e-06,-1.860231258982121
61050.02501250625,5.570902805013137e-07,1.4541422740529666,1.1757716884540887e-06,-1.5407066405142775
61052.52626313156,1.1288419603690932e-06,1.58352084735089,9.64082157529313e-07,1.961376375697224
61055.027513756875,9.270588595157366e-07,2.024614837898685,5.162657408123832e-07,2.0961809176340567
61057.528764382194,1.466079551000474e-06,-0.23487623136701635,1.3416976897102013e-06,1.688205478046574
61060.030015007505,1.2847083299913483e-06,2.2949498430261146,1.127826606199419e-06,0.5450052209974701
61062.53126563282,1.319284995172693e-06,0.3470033546715994,2.5955850511375186e-06,-0.7512815118543081
61065.03251625813,1.4828460542742823e-07,-0.4361622851080735,6.846847950674926e-07,-2.584403142359622
61067.53376688344,7.771649543020394e-07,-1.5124287330943682,1.2568672219016738e-06,-1.3971244297811027
61070.03501750875,9.715045246329496e-07,0.3732982631087248,1.093790722564626e-06,0.653908044572264
61072.53626813407,1.3189705487804493e-06,1.1156338244785478,1.3635345971352807e-06,-2.8506879724671235
61075.03751875938,7.642806479453812e-07,-0.13824175746749737,1.4515038810505185e-06,0.2718254598228953
61077.53876938469,3.6490108657853066e-07,-0.7113324409208845,1.2861714190448723e-06,1.162518815162434
61080.040020010005,5.137578522959424e-07,0.8998098651897046,1.2737156829585062e-06,-1.4280079717529237
61082.541270635316,9.280990317113599e-07,2.4958867338332094,1.0143325802887014e-06,-0.6477578891668311
61085.04252126063,1.232725574253369e-06,0.2794859627925856,2.804644347009295e-06,1.6373404077787541
61087.54377188594,1.027923864389933e-06,1.2049282200622506,1.0911481131217396e-06,0.01597479141945842
61090.04502251126,8.166757814143951e-07,-0.8963626344806741,1.4713597814047531e-06,-0.0010502727275900799
61092.54627313657,3.662908762006428e-07,-0.9077373295984785,2.5247283633652764e-06,-1.1077636257374257
61095.04752376188,9.174880374467806e-07,0.16566424730196738,1.3555133404118241e-06,0.772368403896887
61097.54877438719,9.782613936889034e-07,0.001465800458807726,8.663570649003288e-07,1.4617831182812209
61100.050025012504,7.035813578814241e-07,-0.05168808082878569,2.765643898294476e-06,-1.937565709914706
61102.551275637816,4.000686226223007e-07,0.14084418290655454,6.182387361425249e-07,1.2518749684208599
61105.052526263134,1.0334230198735037e-06,-0.18272291019667863,1.925840940196204e-06,0.543666259147878
61107.553776888446,1.0716287557156086e-06,2.399270835289255,3.1841340391472937e-07,2.240229659151341
61110.05502751376,1.605768609182496e-06,0.04491437986498595,1.1613785312331043e-06,-1.1829304052209828
61112.55627813907,4.972028185592243e-07,1.828853682006023,1.1683309318039676e-06,0.5640289970410146
61115.05752876438,5.008958573125411e-07,-0.09238130571788584,8.589236742374076e-07,-0.445891519978459
61117.55877938969,5.58467560078291e-07,0.5258173074285583,6.189279830392833e-07,1.9627920073540437
61120.06003001501,4.5548459552909944e-07,-0.38864365860336125,6.818902763024501e-07,0.5205788287582356
61122.56128064032,6.226235594534148e-07,0.8215443822912306,2.6921099227711437e-06,0.05311443202821919
61125.062531265634,5.749121729629687e-07,-1.9655340216520192,2.449212600206848e-06,-1.0598962737688542
61127.563781890945,1.3614593767151648e-06,0.6092592609891861,9.675633202880803e-07,1.9244461372449173
61130.06503251626,7.626849084360785e-07,-1.6096480910935513,1.6742029255711716e-06,-0.8766887942533931
61132.56628314157,3.631451671989827e-07,-0.4432679951488433,1.4496158086301606e-06,-1.5292724283803132
61135.06753376688,1.5723362097495013e-06,-0.17846171571699065,1.2877488399793831e-06,-2.2718285895310455
61137.5687843922,4.901068195313845e-07,0.7857807129220827,1.5799247346174896e-06,-1.467850430165089
61140.07003501751,1.2220054468832326e-06,1.0984538308067735,1.4464546562709996e-06,0.4592626946169681
61142.57128564282,5.736729955443223e-07,0.38083053660412514,8.459067798608189e-07,2.4930621752427333
61145.07253626813,1.3585607377074438e-06,-0.6354947546703593,8.757611652172454e-07,-1.249905754209701
61147.573786893445,8.051846481929889e-07,1.138001814155376,1.1544092569263153e-06,-0.550370841954266
61150.075037518756,5.897901555670186e-07,-0.4298198652113071,1.1623258696945558e-06,-2.4981453687585726
61152.576288144075,5.839026084275589e-07,-0.020531074681412846,1.8420258264100707e-06,1.123771367874244
61155.07753876939,7.153506061120724e-07,-0.5294164065380912,9.748829505184515e-07,-0.4938400891814291
61157.5787893947,1.2300082624360663e-06,0.17067344615643998,1.301949404277464e-06,-1.3331894361900634
61160.08004002001,5.241692887827084e-07,0.5280106141680267,1.2910484851432913e-06,-0.5792281865062536
61162.58129064532,1.2178905507145613e-06,0.6178258308635421,6.898410847411095e-07,1.5771842124441062
61165.08254127063,8.635223231482267e-07,0.12580098250369998,6.196352796117655e-07,1.650370470975409
61167.58379189595,6.551197790406938e-07,0.8736738276571387,1.850317655789158e-06,-1.5461300563275684
61170.08504252126,5.756007492039055e-07,1.0692780504275552,9.347354975887622e-07,-0.4537629313642194
61172.586293146574,1.125334327337846e-06,-0.6056511936554586,1.0916245486910198e-06,-1.2322613056031384
61175.087543771886,1.0596844411255525e-06,0.14400807118647696,1.1681049972039989e-06,-0.15793116388539366
61177.5887943972,4.716528563246448e-07,-0.5325729055109493,1.6522994449607822e-06,2.4515510643036564
61180.09004502251,6.696436486057666e-07,0.4868652082748491,1.4043124024065918e-06,0.9793808550031448
61182.59129564782,1.019582634199687e-06,-0.5657590606668877,1.2697136908401002e-06,-0.956070857315927
61185.09254627314,9.247131317416982e-07,1.2995691283510178,2.159369584820561e-06,1.8263105856264163
61187.59379689845,1.8590655919852153e-06,0.5413589433897577,1.217568499998604e-06,1.9672070330334008
61190.09504752376,9.706556696056363e-07,0.20491251909742553,1.3308755951118049e-06,-1.7980539976526713
61192.596298149074,6.729979239370094e-07,0.5574936053471734,6.743946048974498e-07,1.7797736393826855
61195.097548774385,1.440736546085152e-06,-0.07591362609462951,1.224985624664536e-06,-1.053913174069602
61197.5987993997,8.561217030232603e-07,-0.3227798890977524,8.424159332515516e-07,-0.5158259192615055
61200.100050025016,1.2560597691854418e-06,0.4097882019504152,1.2635485902725855e-06,0.15411873770325382
61202.60130065033,2.9323239471555034e-07,-0.9960455586057867,7.634236306249464e-07,-0.17147713779529206
61205.10255127564,1.105083586013774e-06,0.15753805734278917,1.963894674073829e-06,-1.0402229293160186
61207.60380190095,1.504636295958254e-06,0.09698578820991255,1.9667356947973124e-06,0.26582735622349174
61210.10505252626,5.119079089416064e-07,-0.1753909322410258,3.3845696628260507e-06,0.039048041506303456
61212.60630315157,9.140832486014201e-07,0.7303275507827695,2.0464070177310944e-06,-2.0290051874565407
61215.10755377689,1.1333853763752904e-06,-0.4402604609405066,1.2964420654717552e-06,1.1448187338332108
61217.6088044022,1.0224651079532089e-06,1.484814109408043,2.534916700306837e-06,2.1865567798178986
61220.110055027515,8.324923909822403e-07,-1.0681896373431985,5.609063252671593e-07,0.2236001791191609
61222.61130565283,1.97981639256645e-06,0.05821952053699888,1.6577276790977393e-06,-2.552152054153329
61225.11255627814,1.2580103445061614e-06,-0.371229460429055,2.0262735142813088e-06,-2.6916197738139593
61227.61380690345,6.711952566939176e-07,0.5795160318683119,7.220247551887649e-07,1.146176921930942
61230.11505752876,1.286067109403309e-06,-0.18022778326968147,2.276294790538984e-06,0.25994525460361706
61232.61630815408,8.101271206647631e-07,-0.17193913439920586,2.24481766681052e-06,2.977581071135867
61235.11755877939,2.0391041381461077e-06,-0.22634649698197157,1.511565516829241e-06,1.7342481050977645
61237.6188094047,5.258676559622005e-07,0.059803423811279864,6.873356462623132e-07,-0.5019737554125415
61240.120060030014,1.4937634017091844e-06,-0.021455389031662834,5.843417252217658e-07,1.512993405150386
61242.621310655326,1.4186818216333681e-06,0.22885489410045498,1.0271935957539017e-06,0.24964825887208547
61245.12256128064,1.8850005639063534e-06,-0.07898615084207351,2.0871656947885872e-06,1.336748520629522
61247.623811905956,1.5102031446571978e-06,-0.3129598693981305,2.164213403678758e-06,1.1851014357377776
61250.12506253127,1.6862024147065419e-06,1.0757165363102439,1.2454321384314717e-06,0.2188628273470886
61252.62631315658,1.8759610855504864e-06,-0.138394883049585,1.0541242387965568e-06,1.5211005089200662
61255.12756378189,2.42873708014887e-06,0.10637872999700045,1.905524276343759e-06,-1.677901844735473
61257.6288144072,1.859513257490134e-06,-0.15289800990721572,2.5614548790710397e-06,0.5720819348529917
61260.130065032514,2.7218283734273004e-06,-0.15700464692694113,1.2169943621091434e-06,-0.023900345668682224
61262.631315657825,2.9535854577832967e-06,-0.0953060175116841,6.529668454369724e-07,0.6444991624034412
61265.132566283144,2.360641125563141e-06,-0.3768820555206202,2.642044838380719e-06,1.1354245122961224
61267.633816908456,3.5323243409507337e-06,-0.3460870459896478,8.45547808945076e-07,1.639036460639446
61270.13506753377,5.063513686996366e-06,-0.4059566276655473,3.819880928297025e-07,-0.7406989707263769
61272.63631815908,4.709894996749026e-06,-0.23461118848258225,7.118546282841397e-07,1.6839837132828834
61275.13756878439,5.469355777120464e-06,-0.2009678418714545,4.989341293385749e-07,-0.5424580684058949
61277.6388194097,5.787210221739813e-06,-0.4607304601195114,1.9877066148626714e-06,-0.7310710159046758
61280.14007003502,7.737275674491992e-06,-0.4180188558954996,2.1306044575641773e-06,1.8815978951120895
61282.64132066033,7.963339495744859e-06,-0.3838127927636728,6.741134692417286e-07,1.1766468944794726
61285.14257128564,7.668994924986395e-06,-0.2640332524309908,1.2041037523158354e-06,0.5834031917433529
61287.643821910955,8.241159956693644e-06,-0.36792795920085763,9.147968845019649e-07,1.934577420616275
61290.14507253627,1.0089884799788593e-05,-0.3691998076662464,1.4137357477627838e-06,1.725150425828726
61292.64632316158,1.0148847895538494e-05,-0.3057339431233663,2.2320753104600056e-06,-1.9670881622049095
61295.1475737869,1.038462001196488e-05,-0.3635473005652267,2.471260715990529e-06,-1.9545265903148852
61297.64882441221,1.086987435764297e-05,-0.4026278411724657,1.699170662795976e-06,-0.59789643508455
61300.15007503752,1.0558549168042798e-05,-0.4820359633808405,9.463603613157518e-07,1.535844638891516
61302.65132566283,1.2390885820642597e-05,-0.4818676378392728,1.204252258140215e-06,0.2753100602042111
61305.15257628814,1.276789511797365e-05,-0.3583153630544397,1.1893415359683177e-06,1.0177156779185454
61307.653826913454,1.3727176239993364e-05,-0.3695406932735179,1.2779433655109044e-06,-0.7682821316395964
61310.155077538766,1.483669015481577e-05,-0.41856220312917747,1.6181267851379494e-06,1.982673303677387
61312.656328164085,1.391189804687809e-05,-0.4382202073592472,1.0850790553629273e-06,-1.1311328019064666
61315.157578789396,1.4987028978272338e-05,-0.3860457871961623,1.5989645288471923e-06,1.4434440209397867
61317.65882941471,1.51412514072603e-05,-0.3857022422178848,6.294937572094516e-07,-1.2471536408006558
61320.16008004002,1.550864983956111e-05,-0.4226737262184205,6.082203513975709e-07,-0.941723632872851
61322.66133066533,1.5230420300235872e-05,-0.49606122479876996,6.239693161327466e-07,-0.8710747842948513
61325.16258129064,1.5895068982430417e-05,-0.3882081027387464,1.6955209798922006e-06,-0.9200258941407545
61327.66383191596,1.671291799129689e-05,-0.4002366423558471,1.7371650566836938e-06,2.159962553203294
61330.16508254127,1.769311381882649e-05,-0.395203470733878,8.939640451055738e-07,-1.8650060601862306
61332.666333166584,1.7536716235440754e-05,-0.39649598281192505,1.3163558305575955e-06,1.8181094814238787
61335.167583791896,1.8012525561383943e-05,-0.38053103989718906,1.6515388435204816e-06,-2.6019082685233212
61337.66883441721,1.90501348603439e-05,-0.4413531951342973,1.9273876757733587e-06,1.7337160727357557
61340.17008504252,1.8873140319166294e-05,-0.44308409044678043,1.084119840832848e-06,1.797357446930397
61342.67133566784,1.8815179394380893e-05,-0.4531234551399061,1.9777271150466185e-06,-1.6103245654105798
61345.17258629315,1.9213150532877864e-05,-0.4750347767356679,1.053905426958962e-06,-0.4406134693274698
61347.67383691846,1.9548226498509733e-05,-0.4596585000364072,1.0702734605591436e-06,2.283823017209824
61350.17508754377,1.9712334103479075e-05,-0.43865859679004754,7.437709778159188e-07,-1.4749854654952022
61352.67633816908,2.0561792147810764e-05,-0.44701665373698035,5.890070330150246e-07,-1.440357233626006
61355.177588794395,2.0606583609442866e-05,-0.47369233087285173,1.1811385922293948e-06,1.8204653338965964
61357.67883941971,2.1877072577820914e-05,-0.48410763670094875,1.2812787993629172e-06,-1.517815363531499
61360.180090045025,2.1693886934434226e-05,-0.47765663607193076,1.921031557477157e-06,2.333424915628594
61362.68134067034,2.096214476865822e-05,-0.4933218854144212,1.1143917396590914e-06,-0.18743980601272012
61365.18259129565,2.290211938426058e-05,-0.4794443953478079,2.0861629776521416e-06,-2.4443166625808503
61367.68384192096,2.2334930387154837e-05,-0.47605488966327475,1.855823400479795e-06,1.240824629869516
61370.18509254627,2.197597992924678e-05,-0.47614126164862686,1.078830713433419e-06,0.3149342888713374
61372.68634317158,2.1590875974944746e-05,-0.4272775327921107,1.2730683569467492e-06,0.24388249619706517
61375.1875937969,2.245929702416659e-05,-0.45287543544882886,1.0689843404776211e-06,-0.5247946595348898
61377.68884442221,2.33012654049032e-05,-0.47162373338391383,2.1310834023464347e-06,-2.2856826862137445
61380.190095047525,2.390812633903361e-05,-0.5031196528728664,1.1990860138824318e-06,-0.2565041011811428
61382.691345672836,2.3362293719301987e-05,-0.47618386220964154,2.1937185678545745e-06,-0.4233296203836533
61385.19259629815,2.4346744326332933e-05,-0.4809075504494595,1.3549890051354297e-06,-1.2785001285723205
61387.69384692346,2.4261747879129767e-05,-0.5137884969025314,1.1157026186830776e-06,-2.44929261990358
61390.19509754878,2.4986251163635016e-05,-0.48306042497231716,1.7364069620747984e-06,0.5293028379262055
61392.69634817409,2.4141703153014535e-05,-0.4616549138248069,1.3367021993696736e-06,-1.2139225195871928
61395.1975987994,2.3892822958393893e-05,-0.5278144760949909,7.71022659350982e-07,1.830024883096001
61397.69884942471,2.595240087496549e-05,-0.4884725807171001,1.4432803853951666e-06,2.1864875396245145
61400.200100050024,2.513771809392485e-05,-0.5213452234322106,1.1063233565515727e-06,-1.9150132460903413
61402.701350675336,2.583365987241891e-05,-0.5076783329525653,1.170012512834077e-06,-2.4645114515527653
61405.20260130065,2.6962647614432625e-05,-0.5238931133100297,5.91021154525925e-07,-0.16395683616464607
61407.703851925966,2.6716780359763655e-05,-0.5313690373324147,1.4603483561961672e-06,-0.8268253516579287
61410.20510255128,2.6603664088025896e-05,-0.5066972896023795,1.1344018307130776e-06,0.3947329239385019
61412.70635317659,2.740438731810613e-05,-0.5328675780748944,7.376425021868666e-07,1.215177089382995
61415.2076038019,2.752416315808448e-05,-0.5127847721822307,1.8515555932735823e-06,-0.7132150649522957
61417.70885442721,2.707240128188343e-05,-0.5143337138826378,1.082862661276074e-06,0.32356472276536313
61420.21010505252,2.750601595062542e-05,-0.5318723417559903,1.5677608955508617e-06,-0.7173839710749749
61422.71135567784,2.8266843118900796e-05,-0.5454654570148468,9.837475726409744e-07,-0.6879031469755421
61425.212606303154,2.921389047479353e-05,-0.5146320121401292,7.985051665263915e-07,-0.5356712051344155
61427.713856928465,2.8130016840240712e-05,-0.5344419207791,7.084255589629945e-07,-2.293893337553836
61430.21510755378,2.8115370071875126e-05,-0.5314507980923094,7.293863055108993e-07,-1.6589611445891042
61432.71635817909,2.8256436583593616e-05,-0.5433922402940099,7.836630615187676e-07,1.094752479349107
61435.2176088044,2.921223806667991e-05,-0.5195756993614475,2.6841786575646386e-06,-0.2095334707787198
61437.71885942971,2.9956736673866994e-05,-0.5313846111168256,9.513542593451593e-07,1.7627580342794338
61440.22011005503,2.9559109403463227e-05,-0.5529155830501608,1.5562094130825696e-06,-1.3765863625016315
61442.72136068034,3.0247459978602245e-05,-0.5566188175505458,1.258637418885703e-06,-0.9733358171147192
61445.22261130565,3.03089381108316e-05,-0.5373689881296454,2.349063247140509e-06,-0.9312604131325211
61447.723861930965,2.945350878892061e-05,-0.5662354245469666,1.4770383849728973e-06,2.2314900452125315
61450.225112556276,3.0461700288980892e-05,-0.5466920104243266,1.4185163916231246e-06,-0.038370973304392264
61452.72636318159,3.111534610935042e-05,-0.5365290742733164,1.7878969384511708e-06,2.7405372206755585
61455.22761380691,3.023100883099919e-05,-0.5451944124832103,3.169573832584718e-06,1.3400168457033836
61457.72886443222,3.130756086297551e-05,-0.509431261901717,6.539342654435296e-07,-0.7187927517488658
61460.23011505753,3.097642825452306e-05,-0.5416816923871244,6.446419558758139e-07,1.1469891072473937
61462.73136568284,3.223602778543506e-05,-0.5347846783097409,1.2244024357559576e-06,0.5141327857069279
61465.23261630815,3.128179789878178e-05,-0.5525020904723951,1.7152632429951525e-06,1.9034419741204391
61467.733866933464,3.130662866448667e-05,-0.5501909668004406,2.8042821978981528e-06,-0.03431029630099408
61470.23511755878,3.1887504743693085e-05,-0.5788324984267863,1.6875408285744222e-06,-1.3703387259110542
61472.736368184094,3.190718333713712e-05,-0.566105047137715,5.404555463402726e-07,2.067893136522855
61475.237618809406,3.2128545275794204e-05,-0.5802714286170083,2.2639108548430547e-06,-1.9842630406131505
61477.73886943472,3.3291032359555624e-05,-0.5954099230764329,1.0012533519471877e-06,-0.7333845331472234
61480.24012006003,3.350611031272076e-05,-0.5959476548918469,2.329881474312577e-06,-0.5127008581324489
61482.74137068534,3.283508946404462e-05,-0.5869124845593883,2.246450228429576e-06,1.1449023821286894
61485.24262131065,3.3171229528237005e-05,-0.5863060217927493,1.825430344845383e-06,-2.1677556760635674
61487.74387193597,3.37575968728911e-05,-0.567913477525991,3.0484463091477764e-06,-2.6185299381182743
61490.24512256128,3.3651045344962865e-05,-0.6000025641187469,1.5904222986441498e-06,-0.3476472528324875
61492.746373186594,3.417693068698338e-05,-0.5932674163078284,1.5008048158947426e-06,-2.4289606784249544
61495.247623811905,3.333431782777726e-05,-0.5972347614642728,1.3626394442586894e-06,2.3787534621500237
61497.74887443722,3.3446198782996755e-05,-0.6001908656434178,1.5457457543027665e-06,0.7651329048003587
61500.25012506253,3.513415910303542e-05,-0.5917956110065302,1.5874127821232406e-06,-0.8871497746264385
61502.75137568785,3.464826198792588e-05,-0.5846035127803438,1.6220975170549035e-06,2.0282767659389496
61505.25262631316,3.480983041618566e-05,-0.5801384980522508,6.137265417966931e-07,-0.48630032816795316
61507.75387693847,3.581484223970196e-05,-0.5943584839588384,1.724140286538607e-06,2.058166884197329
61510.25512756378,3.450059421304028e-05,-0.5634028041204042,7.645058314431132e-07,-1.9460103595177254
61512.75637818909,3.476923150246496e-05,-0.6023410469637818,1.3931578420637223e-06,-1.8993833028120497
61515.257628814405,3.6073535170349895e-05,-0.606794362879015,9.258252316477559e-07,-1.6615804854619627
61517.75887943972,3.639580887094583e-05,-0.5793666129286879,1.932098003957204e-06,2.308888082398344
61520.260130065035,3.520914643014756e-05,-0.6076024981050545,1.3274364348534357e-06,0.4431992890026756
61522.76138069035,3.5253900545387044e-05,-0.6037247600158524,2.0435468266095455e-06,2.9839359775242293
61525.26263131566,3.592353107714018e-05,-0.5993381903592714,1.4306382204226498e-06,-0.11621107375991123
61527.76388194097,3.66291364606985e-05,-0.6084148465197812,1.1433875107496442e-06,0.7873506467989402
61530.26513256628,3.736486994814633e-05,-0.6168211658418599,1.8557693551968608e-06,2.2344011811362097
