Frequency_Hz,Amplitude_d1,Phase_rad_d1,Amplitude_d2,Phase_rad_d2,Amplitude_d3,Phase_rad_d3
188600.0000001431,0.00017407708012353665,0.03452500884676631,0.00024122562320037875,-0.17263120532956158,2.1254562559308264e-07,0.9730620802000669
188601.33779295295,0.00018897617909947745,0.011625319477302994,0.000262560860235706,-0.12288130026466812,7.961750679750167e-07,0.3067413851975965
188602.67558501675,0.00017804713692090934,0.014533226388253044,0.00025041018705230584,-0.15116636208546444,6.346327528246379e-07,1.6577814983422101
188604.01337782663,0.00018635902762936948,0.009848507290151572,0.00025981147683440593,-0.13150345024692234,7.500335744662342e-07,0.5732479782953535
188605.35117063648,0.0001797109869892941,0.06031864021174161,0.00025177816435281134,-0.1786738698985915,5.250411722634421e-07,-1.1809626291341435
188606.68896344636,0.00017779905659614457,0.002989908100494144,0.00025023438413029404,-0.14279854812036127,4.680187692864516e-07,-0.7498252717212244
188608.02675551013,0.0001774101930476139,-0.01024582987187342,0.0002435711024961818,-0.13225782323395355,7.759382784951232e-07,1.0842710993347175
188609.36454832,0.0001861861152082487,-0.06969434139858725,0.00025527046758299813,-0.07140512567698903,2.2042206443878105e-07,1.2039459476005934
188610.70234112986,0.00017971827988150652,0.031241642547482875,0.00024657094382353825,-0.16593477570112533,4.3841355778403075e-07,0.2535432553008653
188612.04013393974,0.00018240047047615078,0.04309508554635241,0.00025699926950464744,-0.15692702595529812,3.0937467131065465e-07,0.059004750645503555
188613.37792674958,0.00017865203347522125,0.010021590653916812,0.0002493716022978662,-0.16813312384256943,2.788042376316847e-07,-0.7168200779509761
188614.7157188134,0.00018286559925634625,0.000741664755744036,0.0002579746384045135,-0.16133355274642636,6.572918279786344e-07,0.23996865144423726
188616.05351162323,0.00018779370754563003,0.04799074012118782,0.00026119424406953457,-0.17967853586724616,4.5292881622674703e-07,0.06758997613175659
188617.3913044331,0.00018077771765128274,0.00748556357983012,0.00025287361379454007,-0.14650715784303378,7.230447929888358e-07,0.5712688220233408
188618.729097243,0.00018194037860728784,0.04220377726882402,0.00025799676855716965,-0.1800791686623204,3.3450906975134417e-07,0.570925172528277
188620.06688930676,0.00018502955998597046,0.036017977070232396,0.00025641258476946616,-0.17959581427503538,3.0250574861413664e-07,-0.45800434824471686
188621.40468211664,0.00017792764108545147,0.047972866110496656,0.0002529068064097893,-0.1857865838622413,2.0799150671604008e-07,0.6909758851319278
188622.7424749265,0.00018609446106805555,-0.026373302079999383,0.0002564574822821651,-0.1171809944309314,2.5015265866338245e-07,0.6264438278645778
188624.08026773637,0.000186383116014471,-0.016133780189615716,0.00025619504537212264,-0.10909077492680314,3.4661700124027375e-07,1.2364993248463476
188625.41806054622,0.00017606225214394816,0.019720443683263384,0.0002456219896398644,-0.16137925068052617,2.2680438304253565e-07,2.086380323710887
188626.75585261002,0.00018315110414424243,0.042164570789653924,0.0002552230837144002,-0.14498532346546347,4.656006312027358e-07,-0.27855664998763896
188628.09364541987,0.00017627566317981203,0.0284674926325874,0.00025122050610541287,-0.15247310904466982,3.8436782801279004e-07,-0.5497798015896778
188629.43143822975,0.00017992324852972026,-0.004333260354998257,0.0002516662419995016,-0.14249382494643398,2.071379257677177e-07,0.8466218324242034
188630.7692310396,0.00018564811996719634,-0.00860941069174038,0.00025907587519279876,-0.12033054064597781,4.210203104210194e-07,0.06277715504397774
188632.1070231034,0.00018203703450321774,0.0034760133994674973,0.00026023638753381613,-0.15427754284126394,1.9252064054039262e-07,-1.2452708313592742
188633.44481591327,0.0001903542787773515,-0.018157031951016547,0.00026891741625178415,-0.10160078194563223,7.469260204580009e-07,0.8485615846427048
188634.78260872312,0.00017994216682764146,0.03826480145718157,0.0002533017749276689,-0.18038847193079646,5.773028509873723e-07,0.09663163254756636
188636.120401533,0.00017935639581259438,0.023053793742549292,0.0002526586068556195,-0.17126645872506957,5.36405546923255e-07,-0.2214268274084112
188637.45819434285,0.00018383335663813574,0.0017798571775854454,0.0002571285858729749,-0.13957849049275778,7.105127835310086e-07,0.786999114935885
188638.79598640665,0.0001914565597554573,0.01596203527019172,0.00026474166096793536,-0.10430861772885446,8.810439778954483e-07,0.698721241171984
188640.1337792165,0.00018321756598420265,0.021216933856093956,0.00025295291119256034,-0.16327086265474744,5.236487236536584e-07,0.592330239058332
188641.47157202638,0.00018310944515820417,0.04958382535338164,0.00025332265273119055,-0.1943819752955186,2.3759097896154847e-07,-1.7560126883681357
188642.80936483623,0.0001842777447085277,-0.015552589035928882,0.0002586168611264737,-0.12185792153556282,5.149376516261553e-07,-0.34669186969648047
188644.14715690003,0.0001833188477834509,0.021959989447978022,0.0002569232754091266,-0.14675632255318916,2.5250415285495376e-07,0.6395113446430953
188645.4849497099,0.00018190711201608023,-0.0022320029001734517,0.000256898180883276,-0.13637724348790597,2.5651504944707903e-07,1.0197600012644477
188646.82274251975,0.0001779000412076704,0.00860551079303308,0.00025004163361657284,-0.13668364046242706,7.045212123448686e-07,0.22431444479866613
188648.16053532963,0.00017623037907476584,0.0651275698353406,0.00024611567408950837,-0.19696561295197426,2.2801209139562654e-07,-1.1634234993053498
188649.4983273934,0.00018458286213793892,-0.02769938280194197,0.00025815653970115784,-0.10292037904364411,1.0869146189176282e-07,1.4498502097620618
188650.83612020328,0.0001780890443568042,0.024035000265395116,0.00025054306321646466,-0.1583106438455796,3.995202276045835e-07,0.37823997710086465
188652.17391301313,0.00018599224344372008,-0.004825283595370599,0.0002537906049394832,-0.12574727466959823,5.03545905026211e-07,-0.09546266684016094
188653.511705823,0.00017951839233509585,-0.001184138393614471,0.00025223731771004387,-0.1405037254200665,1.3537659999188827e-07,0.5026217272102916
188654.84949863286,0.0001762447043577225,0.032753825921690384,0.0002510690087338965,-0.18126292764750446,4.3921116205685937e-07,-1.35635136716352
188656.18729069666,0.00018885773667571694,0.020585131530173606,0.00026235040041012493,-0.13428901200828158,1.8570114421155394e-07,0.6014373580753262
188657.52508350654,0.00018309736451018314,0.01945648857024785,0.00025509043323432875,-0.14542436364515055,5.603968381750219e-07,1.6401207396536837
188658.8628763164,0.0001787932555745654,0.01869431035122806,0.0002527646757990588,-0.16311655400127706,3.9512365225826884e-07,-0.5495919099100153
188660.20066912626,0.00018439404107085036,-0.0016979406938782804,0.00025466790630468503,-0.13476175844331698,2.509596940304938e-07,-2.3569500522181297
188661.53846119004,0.00018572706259219464,0.03154430556978786,0.00025980505585644257,-0.1420739558355244,5.463317460547623e-07,-1.4560229755521168
188662.87625399992,0.0001755695353709975,0.0030431869843873032,0.0002474410901466774,-0.12789811550390695,6.625344185811885e-07,0.4114224817224721
188664.21404680976,0.00018755874623651547,0.04083175089809425,0.0002631991580890313,-0.16742431020298923,3.0158508683255467e-07,-0.48714165516108454
188665.55183961964,0.00018323900275067298,-0.029218222044946465,0.00025567616021535995,-0.11676216730037411,4.254950987250078e-07,1.7440817208296682
188666.8896324295,0.00018635330096836836,0.01849499850238156,0.00026009174934488497,-0.12339545194571619,6.899216934669824e-07,0.026309444964581874
188668.2274244933,0.00017846881787609542,0.011244603544412066,0.00024839776438621673,-0.1587672836684519,1.063224394579507e-06,0.08645885158958809
188669.56521730317,0.00018274782607527023,-0.003814690797300719,0.0002517350483673618,-0.12488035347287532,3.7220206842487553e-07,2.9148703742137663
188670.90301011302,0.0001799636928606047,0.008185348302094352,0.00024918533001459716,-0.1556464095105191,3.165277252236547e-07,-0.03861655802200199
188672.2408029229,0.00017901668438372175,0.01798690695566483,0.00025045089645118557,-0.14566853484512182,4.52570697083654e-07,2.9148871138048302
188673.57859498667,0.00018868544223245157,0.021570380947016084,0.0002626180207034128,-0.14962296982892967,1.825019457268868e-07,-0.8321487030208775
