,Frequency_Hz,Amplitude,Phase_rad
0,54000.0,4.3479583286912966e-05,-0.44386744482380175
1,54009.03846906386,4.303128236026432e-05,-0.4527134658010127
2,54018.07845097819,4.285415477487904e-05,-0.4567959650076414
3,54027.11994599605,4.335127620350853e-05,-0.43181485861208263
4,54036.162954370935,4.263836105653347e-05,-0.4410016488092778
5,54045.20747635602,4.32735760724772e-05,-0.4366241590372984
6,54054.253512204676,4.290722494463334e-05,-0.4401624183819919
7,54063.30106217028,4.27396921862384e-05,-0.4324039270902082
8,54072.35012650625,4.2539327460496524e-05,-0.4400847053187195
9,54081.400705465974,4.2855634955346855e-05,-0.45022683105594513
10,54090.45279930317,4.2728944986991126e-05,-0.44443095231867163
11,54099.50640827131,4.274509082512981e-05,-0.4363672091608196
12,54108.561532623964,4.2693450671482466e-05,-0.4525671581548186
13,54117.61817261479,4.266977566992749e-05,-0.45167390112597705
14,54126.67632849748,4.287906731486934e-05,-0.4476242845888522
15,54135.73600052565,4.316723990509195e-05,-0.44548801385982273
16,54144.797188953286,4.2868830715479095e-05,-0.4439012301457708
17,54153.85989403409,4.2786134696008226e-05,-0.44756778626218685
18,54162.924116021924,4.233534047726358e-05,-0.4460377386487985
19,54171.98985517069,4.27992756711453e-05,-0.4407686808255113
20,54181.05711173431,4.250805912542606e-05,-0.4565353944792106
21,54190.125885966685,4.2473082721116156e-05,-0.43879670414959626
22,54199.19617812204,4.312824485290215e-05,-0.4439678359774768
23,54208.26798845434,4.313072551541341e-05,-0.44679847063689754
24,54217.3413172177,4.2800623421576945e-05,-0.4500149857796816
25,54226.41616466627,4.3116395935864795e-05,-0.44225911123044925
26,54235.492531054246,4.25747721461339e-05,-0.44384810109481565
27,54244.570416635754,4.2674574689465414e-05,-0.4463320549054864
28,54253.6498216653,4.2957378030973735e-05,-0.4469427079784713
29,54262.73074639709,4.247683719624289e-05,-0.44297896460568387
30,54271.8131910855,4.328378711857664e-05,-0.43582197397527556
31,54280.89715598493,4.28955968109863e-05,-0.4506675389425476
32,54289.982641349845,4.270523863573195e-05,-0.4349713696718038
33,54299.06964743461,4.3021053699108135e-05,-0.4468506518323776
34,54308.158174494005,4.290010701513682e-05,-0.441652926453113
35,54317.24822278248,4.2952725573706604e-05,-0.4526421074619851
36,54326.33979255466,4.2735775694014274e-05,-0.44298442714025854
37,54335.432884065216,4.2692719217078916e-05,-0.4408155630864717
38,54344.52749756885,4.292796143247202e-05,-0.44827116809494666
39,54353.62363332021,4.313789087786987e-05,-0.45727312584060975
40,54362.72129157429,4.328344488711388e-05,-0.4487026908647802
41,54371.82047258584,4.267260763091813e-05,-0.4460756178589456
