,Frequency_Hz,Amplitude,Phase_rad
235,62324.58507300748,6.823357790313367e-05,-0.7030646182290227
236,62334.66693234702,6.846872881779887e-05,-0.7037995027186673
237,62344.75042256618,6.930684850394224e-05,-0.7033284916899479
238,62354.83554392853,6.818210036699799e-05,-0.7048465145060422
239,62364.92229669817,6.908014586740494e-05,-0.703032660815015
240,62375.01068113876,6.890557016867348e-05,-0.7114551073262995
241,62385.10069751449,6.872232977518124e-05,-0.7175805942829605
242,62395.192346089105,6.869413549755356e-05,-0.7172450919250285
243,62405.28562712675,6.765681289417067e-05,-0.7259749665156887
244,62415.38054089164,6.868566762621834e-05,-0.724699845494994
245,62425.477087647625,6.838828941380332e-05,-0.7235953585873213
246,62435.57526765913,6.861552974294427e-05,-0.7275852657183347
247,62445.675081190086,7.022215610167996e-05,-0.7346141251864258
248,62455.776528505005,6.88663532174833e-05,-0.736002020196489
249,62465.879609867916,6.97658774334164e-05,-0.7378228729874259
250,62475.984325543395,7.090780138017396e-05,-0.7335647142686864
251,62486.090675795574,6.991089678061662e-05,-0.7442833083696212
252,62496.19866088912,7.09495856149511e-05,-0.7393698141493044
253,62506.30828108822,7.126254765541468e-05,-0.7403555754732855
254,62516.419536657646,7.125253011842348e-05,-0.7453520639092791
255,62526.53242786169,7.084150640219373e-05,-0.7447949945032484
256,62536.64695496518,7.047012864898215e-05,-0.7529842258265893
257,62546.7631182325,7.083313608459148e-05,-0.7528813965315184
258,62556.88091792857,7.172286702741627e-05,-0.7570211851445066
259,62567.00035431785,7.094814657664188e-05,-0.7657498271685381
260,62577.12142766537,7.200087595599623e-05,-0.7644219328481207
261,62587.24413823565,7.22638230198095e-05,-0.7670376329421045
262,62597.36848629367,7.141928848107643e-05,-0.7685276237008356
263,62607.49447210445,7.11991588517538e-05,-0.7734198866023865
264,62617.62209593267,7.0246580706865e-05,-0.7730506659906661
265,62627.75135804353,7.189002314200363e-05,-0.7786303996089377
266,62637.88225870182,7.259626991081815e-05,-0.780085671530334
267,62648.01479817284,7.21361408379253e-05,-0.775243517157847
268,62658.14897672142,7.1263856309435e-05,-0.77733991073589
269,62668.284794612984,7.207380381831955e-05,-0.7814429475183857
270,62678.422252112454,7.231185690971931e-05,-0.7836046788522564
271,62688.56134948531,7.253386888004814e-05,-0.7880375789548278
272,62698.70208699657,7.179519904080257e-05,-0.7956633439728943
273,62708.8444649118,7.13861108662159e-05,-0.7967602243533151
274,62718.98848349612,7.337617717979384e-05,-0.803157100518912
275,62729.134143015166,7.31603282399529e-05,-0.7973608334953263
276,62739.281443734144,7.84699062067703e-05,-0.827065762755267
277,62749.43038591878,7.681806117231412e-05,-0.8154121150571114
278,62759.58096983436,7.748875237345908e-05,-0.8100774472677308
279,62769.73319574657,7.52281168497742e-05,-0.8001938317952683
280,62779.887063921175,7.55767017682343e-05,-0.8107979485962393
281,62790.042574623556,4.571785980709487e-05,-0.4498208341127201
282,62800.19972811968,4.427772720774124e-05,-0.4383105528518243
283,62810.358524675044,5.024034149587821e-05,-0.5119809906812482
284,62820.51896455568,4.593608552512112e-05,-0.4101222313923953
285,62830.68104802717,4.5656689452752815e-05,-0.39515323891282783
286,62840.844775355625,4.4545966396149886e-05,-0.3350179590324807
287,62851.01014680673,4.0095075615699806e-05,-0.052361629198790366
288,62861.17716264669,4.370917811649546e-05,-0.40960352176372
289,62871.34582314125,4.2968868152343694e-05,-0.3531415646134044
290,62881.51612855671,3.98075785213046e-05,-0.21649978685183338
291,62891.68807915891,4.6731824679829434e-05,-0.45429027702389346
292,62901.861675214226,4.423199458116522e-05,-0.4164511222153914
293,62912.03691698859,4.765677469361874e-05,-0.46171573536872723
294,62922.21380474847,4.108341978288768e-05,-0.22758000909876916
295,62932.39233875987,4.220076719898364e-05,-0.26314938981954156
296,62942.57251928922,4.284931784720527e-05,-0.25333491271554665
297,62952.754346603,4.406225517934043e-05,-0.317601167511301
298,62962.93782096734,4.544232354609035e-05,-0.38740230763570827
299,62973.12294264893,4.062667326251841e-05,-0.21216646070912595
300,62983.309711913986,5.0009721824340685e-05,-0.46620127877359063
301,62993.49812902929,5.309403445748668e-05,-0.5774854413721349
302,63003.68819426115,4.125679635440917e-05,-0.31806840419999083
303,63013.87990787642,4.314980814305629e-05,-0.25638922270972025
304,63024.0732701415,3.956659019073011e-05,-0.12707844449947622
305,63034.26828132333,4.4309446973649816e-05,-0.2887808366388884
306,63044.4649416884,3.870038694656053e-05,0.022920401477637055
307,63054.663251503735,4.4104143439568616e-05,-0.35004231057757845
308,63064.8632110359,4.3496334578303226e-05,-0.4049852757479905
309,63075.06482055202,4.527654732333481e-05,-0.39620111132209374
310,63085.26808031874,4.220119652644967e-05,-0.24666340360137856
311,63095.47299060328,4.6038349048799584e-05,-0.4387392748577398
312,63105.679551672365,4.5352710099862275e-05,-0.39773190723692425
313,63115.88776379316,4.757856651264967e-05,-0.45535619338979
314,63126.097627232884,4.30239137959317e-05,-0.34046150799927083
315,63136.3091422584,4.870184340245706e-05,-0.48802077976182856
316,63146.52230913712,4.534940193340854e-05,-0.4132233362214573
317,63156.73712813601,4.765824894290295e-05,-0.4875727819593534
318,63166.95359952258,4.228817543408932e-05,-0.34549318796403317
319,63177.171723563864,4.782713962167091e-05,-0.47086329130471455
320,63187.39150052747,4.696414540568682e-05,-0.46463864008212624
321,63197.6129306805,4.689082591933084e-05,-0.44441841840578367
322,63207.83601429066,4.5158543861891676e-05,-0.42355338082399124
323,63218.060751625155,4.772956687271035e-05,-0.46024121697332454
