Time,Temperature
2025-08-26 17:56:10.286235,23.155
2025-08-26 17:56:11.291871,23.1546
2025-08-26 17:56:12.281561,23.1531
2025-08-26 17:56:13.286202,23.1552
2025-08-26 17:56:14.291838,23.1558
2025-08-26 17:56:15.281530,23.1533
2025-08-26 17:56:16.286218,23.1556
2025-08-26 17:56:17.290859,23.1535
2025-08-26 17:56:18.296494,23.1559
2025-08-26 17:56:19.286184,23.1579
2025-08-26 17:56:20.290882,23.1558
2025-08-26 17:56:21.296515,23.155
2025-08-26 17:56:22.286208,23.1546
2025-08-26 17:56:23.291085,23.1543
2025-08-26 17:56:24.295725,23.1537
2025-08-26 17:56:25.301360,23.1558
2025-08-26 17:56:26.291051,23.1548
2025-08-26 17:56:27.295689,23.1567
2025-08-26 17:56:28.301326,23.1545
2025-08-26 17:56:29.291015,23.1543
2025-08-26 17:56:30.295656,23.1537
2025-08-26 17:56:31.301353,23.1529
2025-08-26 17:56:32.305991,23.1543
2025-08-26 17:56:33.295680,23.1558
2025-08-26 17:56:34.300320,23.1543
2025-08-26 17:56:35.305957,23.1537
2025-08-26 17:56:36.295702,23.1548
2025-08-26 17:56:37.300342,23.1548
2025-08-26 17:56:38.305980,23.1543
2025-08-26 17:56:39.310615,23.155
2025-08-26 17:56:40.300506,23.1537
2025-08-26 17:56:41.305141,23.1573
2025-08-26 17:56:42.310781,23.1554
2025-08-26 17:56:43.300526,23.1537
2025-08-26 17:56:44.305164,23.1552
2025-08-26 17:56:45.310801,23.155
2025-08-26 17:56:46.315442,23.1577
2025-08-26 17:56:47.305183,23.1539
2025-08-26 17:56:48.309823,23.1546
2025-08-26 17:56:49.315456,23.1535
2025-08-26 17:56:50.305146,23.1558
2025-08-26 17:56:51.309843,23.1543
2025-08-26 17:56:52.315479,23.1565
2025-08-26 17:56:53.320120,23.1545
2025-08-26 17:56:54.309806,23.1543
2025-08-26 17:56:55.315446,23.1558
2025-08-26 17:56:56.320085,23.1573
2025-08-26 17:56:57.309775,23.152
2025-08-26 17:56:58.314475,23.1563
2025-08-26 17:56:59.320111,23.1552
2025-08-26 17:57:00.324751,23.1559
2025-08-26 17:57:01.314441,23.1567
2025-08-26 17:57:02.320131,23.1537
2025-08-26 17:57:03.324771,23.152
2025-08-26 17:57:04.314461,23.1541
2025-08-26 17:57:05.320094,23.1552
2025-08-26 17:57:06.324737,23.1541
2025-08-26 17:57:07.329377,23.155
2025-08-26 17:57:08.320063,23.1565
2025-08-26 17:57:09.324700,23.1577
2025-08-26 17:57:10.329343,23.1569
2025-08-26 17:57:11.320030,23.1545
2025-08-26 17:57:12.324670,23.1546
2025-08-26 17:57:13.329368,23.1559
2025-08-26 17:57:14.334007,23.155
2025-08-26 17:57:15.324698,23.1548
2025-08-26 17:57:16.329338,23.1548
2025-08-26 17:57:17.333978,23.1543
2025-08-26 17:57:18.324666,23.1562
2025-08-26 17:57:19.329304,23.1577
2025-08-26 17:57:20.333944,23.1546
2025-08-26 17:57:21.339581,23.1552
2025-08-26 17:57:22.329270,23.1556
2025-08-26 17:57:23.334088,23.1571
2025-08-26 17:57:24.338728,23.1569
2025-08-26 17:57:25.329414,23.1565
2025-08-26 17:57:26.334053,23.1535
2025-08-26 17:57:27.338689,23.1546
2025-08-26 17:57:28.344386,23.1545
2025-08-26 17:57:29.334074,23.1554
2025-08-26 17:57:30.338715,23.1559
2025-08-26 17:57:31.343353,23.1533
2025-08-26 17:57:32.334040,23.1567
2025-08-26 17:57:33.338681,23.155
2025-08-26 17:57:34.343572,23.1541
2025-08-26 17:57:35.348213,23.1567
2025-08-26 17:57:36.338895,23.1539
2025-08-26 17:57:37.343539,23.1548
2025-08-26 17:57:38.348180,23.1546
2025-08-26 17:57:39.338866,23.1535
2025-08-26 17:57:40.343505,23.1529
2025-08-26 17:57:41.348145,23.155
2025-08-26 17:57:42.353778,23.1559
2025-08-26 17:57:43.343782,23.1575
2025-08-26 17:57:44.348423,23.1548
2025-08-26 17:57:45.353125,23.155
2025-08-26 17:57:46.342816,23.1554
2025-08-26 17:57:47.348452,23.1563
2025-08-26 17:57:48.353227,23.1565
2025-08-26 17:57:49.357867,23.1543
2025-08-26 17:57:50.348555,23.1539
2025-08-26 17:57:51.353194,23.1565
2025-08-26 17:57:52.357835,23.1554
2025-08-26 17:57:53.348521,23.1559
2025-08-26 17:57:54.353159,23.1563
2025-08-26 17:57:55.358092,23.1546
2025-08-26 17:57:56.362729,23.1539
2025-08-26 17:57:57.353416,23.155
2025-08-26 17:57:58.358058,23.1541
2025-08-26 17:57:59.362480,23.1543
2025-08-26 17:58:00.353166,23.1554
2025-08-26 17:58:01.357809,23.1541
2025-08-26 17:58:02.362446,23.1552
2025-08-26 17:58:03.368084,23.1543
2025-08-26 17:58:04.357769,23.1545
2025-08-26 17:58:05.362412,23.155
2025-08-26 17:58:06.368051,23.1545
2025-08-26 17:58:07.357738,23.1541
2025-08-26 17:58:08.362374,23.1556
2025-08-26 17:58:09.368016,23.1577
2025-08-26 17:58:10.372654,23.1552
2025-08-26 17:58:11.362341,23.1571
2025-08-26 17:58:12.366984,23.1565
2025-08-26 17:58:13.372617,23.1527
2025-08-26 17:58:14.362244,23.1537
2025-08-26 17:58:15.366884,23.1546
2025-08-26 17:58:16.372521,23.1526
2025-08-26 17:58:17.362205,23.1552
2025-08-26 17:58:18.366850,23.1556
2025-08-26 17:58:19.372483,23.1556
2025-08-26 17:58:20.377178,23.152
2025-08-26 17:58:21.366864,23.1548
2025-08-26 17:58:22.372504,23.1548
2025-08-26 17:58:23.377144,23.1562
2025-08-26 17:58:24.366830,23.1548
2025-08-26 17:58:25.372471,23.1567
2025-08-26 17:58:26.377110,23.155
2025-08-26 17:58:27.381816,23.1558
2025-08-26 17:58:28.371506,23.1552
2025-08-26 17:58:29.377139,23.158
2025-08-26 17:58:30.381779,23.1562
2025-08-26 17:58:31.371472,23.1565
2025-08-26 17:58:32.376806,23.1537
2025-08-26 17:58:33.381446,23.155
2025-08-26 17:58:34.387086,23.1543
2025-08-26 17:58:35.376823,23.1562
2025-08-26 17:58:36.381462,23.1552
2025-08-26 17:58:37.387100,23.1558
2025-08-26 17:58:38.376785,23.1556
2025-08-26 17:58:39.381428,23.1537
2025-08-26 17:58:40.386065,23.1563
2025-08-26 17:58:41.391705,23.1558
2025-08-26 17:58:42.381395,23.1546
2025-08-26 17:58:43.386037,23.1552
2025-08-26 17:58:44.391671,23.1562
2025-08-26 17:58:45.381361,23.158
2025-08-26 17:58:46.385997,23.1562
2025-08-26 17:58:47.391640,23.155
2025-08-26 17:58:48.396324,23.1535
2025-08-26 17:58:49.386012,23.1548
2025-08-26 17:58:50.390651,23.1552
2025-08-26 17:58:51.396287,23.1558
2025-08-26 17:58:52.385980,23.1562
2025-08-26 17:58:53.390614,23.1548
2025-08-26 17:58:54.396254,23.1545
2025-08-26 17:58:55.401342,23.1541
2025-08-26 17:58:56.391032,23.1552
2025-08-26 17:58:57.395672,23.155
2025-08-26 17:58:58.401304,23.1567
2025-08-26 17:58:59.390997,23.1543
2025-08-26 17:59:00.395640,23.1562
2025-08-26 17:59:01.401274,23.1562
2025-08-26 17:59:02.405971,23.1548
2025-08-26 17:59:03.395662,23.1565
2025-08-26 17:59:04.400301,23.155
2025-08-26 17:59:05.405172,23.1529
2025-08-26 17:59:06.395853,23.1562
2025-08-26 17:59:07.400496,23.1563
2025-08-26 17:59:08.405136,23.1579
2025-08-26 17:59:09.410830,23.1552
2025-08-26 17:59:10.400515,23.1545
2025-08-26 17:59:11.405159,23.1554
2025-08-26 17:59:12.410849,23.1567
2025-08-26 17:59:13.400538,23.155
2025-08-26 17:59:14.405181,23.1571
2025-08-26 17:59:15.409818,23.1541
2025-08-26 17:59:16.415648,23.1562
2025-08-26 17:59:17.405334,23.1518
2025-08-26 17:59:18.410165,23.1552
2025-08-26 17:59:19.414806,23.1563
2025-08-26 17:59:20.405487,23.1556
2025-08-26 17:59:21.410133,23.1569
2025-08-26 17:59:22.414822,23.1571
2025-08-26 17:59:23.420455,23.1559
2025-08-26 17:59:24.410151,23.1559
2025-08-26 17:59:25.414789,23.1563
2025-08-26 17:59:26.420426,23.1548
2025-08-26 17:59:27.410164,23.1563
2025-08-26 17:59:28.414804,23.1558
2025-08-26 17:59:29.419443,23.1573
2025-08-26 17:59:30.425083,23.1559
2025-08-26 17:59:31.414766,23.155
2025-08-26 17:59:32.419470,23.1559
2025-08-26 17:59:33.425103,23.155
2025-08-26 17:59:34.414795,23.1558
2025-08-26 17:59:35.419438,23.1562
