Frequency_Hz,Amplitude_d1,Phase_rad_d1
60000.0,9.1535718890351e-06,-0.3469906583722141
60005.86683961901,8.511285522705348e-06,-0.21573639808298903
60011.73425290145,8.349079892776792e-06,-0.2731542618596739
60017.60223990343,8.180286280617616e-06,-0.4205518525863019
60023.470800681054,8.681292431725233e-06,-0.2963692164455084
60029.33993529042,9.629424883830654e-06,-0.36625909597738354
60035.20964378765,8.914702348006937e-06,-0.2919782131876924
60041.07992622873,9.303134402154164e-06,-0.41997057359695866
60046.95078267003,8.524154308959397e-06,-0.3664941903407636
60052.82221316754,9.295606695964592e-06,-0.2202140171024596
60058.69421777741,8.950933416153195e-06,-0.28021377098164746
60064.566796555766,9.349769610456725e-06,-0.31678649251695146
60070.43994955875,9.230547839394708e-06,-0.3311195725931518
60076.31367684252,9.801097352166398e-06,-0.29673326848256015
60082.18797846321,8.489111797234806e-06,-0.31763876672520824
60088.062854477,9.567730434080195e-06,-0.4074458422152902
60093.93830494004,8.742699772698024e-06,-0.354658279699623
60099.81432990851,9.081760005979974e-06,-0.3541499829354378
60105.690929438584,8.444954175426241e-06,-0.3759774865702974
60111.56810358631,9.694617192650404e-06,-0.39173299498308733
60117.445852408135,8.834012936211398e-06,-0.3451225104636178
60123.324175960115,8.915903070808453e-06,-0.3131600903591264
60129.20307429846,8.250406176145212e-06,-0.3051308056787514
60135.08254747936,8.127988508819442e-06,-0.3636146047417451
60140.96259555903,8.116648072154059e-06,-0.30716638376666794
60146.84321859369,8.510584791421108e-06,-0.3179225223990733
60152.724416639554,8.942691594425932e-06,-0.24728786265588082
60158.60618975284,8.420215817594003e-06,-0.34806925539664185
60164.48853798979,9.31788808834345e-06,-0.2814163932739214
60170.37146140663,8.67867293167535e-06,-0.3758964323083256
60176.25496005961,8.66465390279063e-06,-0.41058656495887175
60182.13903400497,8.636519263248214e-06,-0.2544040238319093
60188.023683298845,9.59866443641764e-06,-0.3619688061078291
60193.908907997735,8.735792419392187e-06,-0.3919441051424472
60199.79470815779,8.15293583941456e-06,-0.2947006142188549
60205.68108383526,8.70783141810408e-06,-0.3176930441334602
60211.568035086435,8.589834273882335e-06,-0.369212500619323
60217.45556196759,8.489783906895677e-06,-0.3451483809004561
60223.34366453501,8.589298863664321e-06,-0.3703544570184805
60229.23234284499,9.21646792492797e-06,-0.22739170588765203
60235.121596953824,8.365963244313467e-06,-0.2000699326460583
60241.01142691781,9.160034727478474e-06,-0.33116807877175686
60246.901832793264,8.402232620426734e-06,-0.37234735615611847
60252.79281463649,7.716211674388113e-06,-0.2786235213752933
60258.68437250369,9.055134463656254e-06,-0.314514368095098
60264.57650645143,9.69470454952561e-06,-0.32971491556128685
60270.469216535916,9.217612773567295e-06,-0.33066991182093086
60276.362502813485,9.19549987063358e-06,-0.33781482844112215
60282.25636534048,8.64797443675227e-06,-0.29738263542752363
60288.150804173245,8.278734231599513e-06,-0.36889451816182456
60294.04581936813,7.849239665988482e-06,-0.35748530978383253
60299.9414109815,8.068868856483506e-06,-0.23061551498997046
60305.8375790697,8.463375738019979e-06,-0.32138153425494564
60311.73432368912,8.726503555147704e-06,-0.3283795119029489
60317.631644896115,9.372038472571645e-06,-0.2853984760725327
60323.52954274707,8.87869935954892e-06,-0.3193900131244276
60329.42801729838,8.466117395913718e-06,-0.3743247382423629
60335.3270686063,9.086552696383727e-06,-0.34662747940717753
60341.22669672747,9.014305437671788e-06,-0.418920987582231
60347.12690171818,9.47898661928754e-06,-0.3279928768686862
60353.02768363482,8.752091438952512e-06,-0.39807172012992725
60358.92904253382,8.846562523835448e-06,-0.3643830522255555
60364.83097847159,8.406099216401718e-06,-0.25616536956926533
60370.73349150455,9.314344875130406e-06,-0.3723740649385384
60376.636581689134,9.121042064236368e-06,-0.2698628021685313
60382.54024908178,9.199995986616887e-06,-0.26717559314556155
60388.44449373891,8.82938338875072e-06,-0.27474858145865155
60394.34931571699,9.363328652090968e-06,-0.3233352958885785
60400.25471507246,8.557453473579243e-06,-0.3645114768405802
60406.16069186165,8.05770777220752e-06,-0.4115913255831653
60412.06724614128,8.875042261829697e-06,-0.2947504603226023
60417.97437796769,8.739159467220764e-06,-0.33827975029028257
60423.882087397345,9.844992742933363e-06,-0.3674416427851443
60429.79037448673,8.773068098707943e-06,-0.2886191005421711
60435.69923929233,9.577031754087244e-06,-0.27457491944087037
60441.608681870624,8.980124995574674e-06,-0.294423100985322
60447.518702278125,9.381606444399225e-06,-0.33564076059193043
60453.42930057132,9.071342283991896e-06,-0.3351238162841473
60459.34047680672,8.050341234178325e-06,-0.27410027837254447
60465.25223104084,9.353564797273295e-06,-0.327301878765483
60471.16456333018,9.11744308346748e-06,-0.2807697922533823
60477.07747373129,8.098090899416845e-06,-0.39566669739367155
60482.99096230055,8.831794588878905e-06,-0.3671546764908737
60488.905029094756,8.660567546102305e-06,-0.38665644387850845
60494.819674170314,8.75402002557695e-06,-0.3951856416625093
60500.734897583774,8.192139840875965e-06,-0.3247508516213762
60506.650699391685,8.733501369244076e-06,-0.3446066513786972
60512.56707965061,8.565845932882244e-06,-0.19930320110091682
60518.4840384171,8.880098955865137e-06,-0.4446469855024874
60524.40157574772,7.921659126667811e-06,-0.4211157174990201
60530.31969169905,9.370162190001736e-06,-0.35339462724491494
60536.23838632766,8.701363607251332e-06,-0.2548970000459246
60542.15765969015,8.729725601123549e-06,-0.3083859437893254
60548.0775118431,9.604871029045862e-06,-0.3148174416137794
60553.997942842965,8.007239225128864e-06,-0.34887773092433627
60559.918952746615,8.510473772278382e-06,-0.2938672443025975
60565.84054161052,9.243218036122136e-06,-0.23643707328206548
60571.7627094913,8.823087354600809e-06,-0.238734624904684
60577.68545644556,9.380468090419998e-06,-0.34157804366133726
60583.608782529926,8.848156101905008e-06,-0.2532052619558268
60589.53268780103,8.519075050919653e-06,-0.24821669405615543
60595.45717231551,9.146607392326851e-06,-0.3622135000577744
60601.38223612999,8.675739494081788e-06,-0.26805498038428743
60607.30787930112,8.503885283120995e-06,-0.41277901943138673
60613.23410188556,8.98591393191972e-06,-0.24173384201932033
60619.160903939955,9.072034011297407e-06,-0.3447693414414605
60625.08828552097,8.81598038973178e-06,-0.35093589851813695
60631.01624668514,9.105162247948638e-06,-0.3144224874835115
60636.944787489396,8.705064187421876e-06,-0.258247394776497
60642.87390799029,9.369038109580485e-06,-0.32368094863250724
60648.80360824449,8.810368817486944e-06,-0.4015102768793252
60654.73388830871,8.755557191163058e-06,-0.2812563705933635
60660.66474823962,8.914597605397832e-06,-0.29694441718480724
60666.596188093936,7.877916008049002e-06,-0.37956727997107975
60672.52820792835,8.751358101351179e-06,-0.29730299220308243
60678.46080779959,9.735531471803755e-06,-0.18864462828974737
60684.39398776436,8.574793465689799e-06,-0.36585087880844036
60690.32774787938,8.508732203471518e-06,-0.33156994727527794
60696.26208820139,8.725313420011073e-06,-0.3069907717678162
60702.197008786985,9.275928049023077e-06,-0.20591641002324332
60708.132509693154,8.720334469049927e-06,-0.4722615405133446
60714.06859097653,8.59298521583545e-06,-0.42939980332293726
60720.00525269385,9.10849595527377e-06,-0.2846043330361473
60725.94249490187,8.225796844838148e-06,-0.4039321353539667
60731.88031765736,8.683864496981645e-06,-0.304759839291254
60737.81872101707,8.393917586752476e-06,-0.3331505372674986
60743.757705037795,8.811583186974904e-06,-0.3144801877797729
60749.69726977629,8.454038446816217e-06,-0.2716997217016891
60755.63741528935,7.457655928388649e-06,-0.32018107307697075
60761.578141633756,7.368943709756698e-06,-0.2844942594656951
60767.51944886631,9.075425181070866e-06,-0.3102839351789956
60773.461337043685,8.968438080507689e-06,-0.4376771451301829
60779.40380622294,8.344137579926755e-06,-0.3653314873091658
60785.34685646075,9.495326540937248e-06,-0.335029568933021
60791.29048781393,9.446733879931626e-06,-0.325400243358513
60797.234700339315,9.253518301069663e-06,-0.21903919509927827
60803.179494093725,8.482124287039812e-06,-0.24503955030529379
60809.12486913399,9.824276031524468e-06,-0.3580674474730568
60815.07082551696,8.863118887294284e-06,-0.2685155621645118
60821.01736329946,8.782748251936299e-06,-0.2892069965256499
60826.964482538366,9.410518701583141e-06,-0.36169708028889025
60832.91218329051,8.382844306802207e-06,-0.3718962189744109
60838.86046561276,8.487524282292002e-06,-0.25238578338470996
60844.809329561984,8.479131355571991e-06,-0.3167098891761826
60850.758775194925,8.56375463019115e-06,-0.2939291640314565
60856.70880256872,9.512478051953115e-06,-0.2960672176635673
60862.65941174012,7.964463455918455e-06,-0.3150779917115265
60868.610602766006,7.877659979692346e-06,-0.3214502019203172
60874.56237570329,8.641891225607588e-06,-0.3469306422606059
60880.514730608855,9.332452000232932e-06,-0.3122197933575614
60886.46766753961,8.815426996654116e-06,-0.36995785539673376
60892.42118655248,8.668721364444424e-06,-0.3125715334785667
60898.375287704366,7.85386316213228e-06,-0.34596073460641547
60904.32997105219,9.250324548664723e-06,-0.2793751484175027
60910.28523665289,9.069864523796764e-06,-0.3337164694268452
60916.241084563386,9.66206499670368e-06,-0.4076499073198591
60922.1975148405,9.1068610811513e-06,-0.3494055401916222
60928.15452754143,9.377819951037113e-06,-0.2875049837660166
60934.11212272299,8.98476212607131e-06,-0.3440017248491938
60940.070300442145,7.961081180340311e-06,-0.4365748079465671
60946.02906075585,9.31761305992127e-06,-0.370145714860501
