Frequency_Hz,Amplitude_d1,Phase_rad_d1
60000.0,1.7231907168741194e-05,-0.3043083347993101
60005.86683961901,1.7904224976915895e-05,-0.29290519457083125
60011.73425290145,1.6408365668836122e-05,-0.29257157789346283
60017.60223990343,1.7370846966374156e-05,-0.3005987938490375
60023.470800681054,1.8311140467762796e-05,-0.2766632194249809
60029.33993529042,1.729423335958948e-05,-0.24970052189370112
60035.20964378765,1.8354349516134423e-05,-0.3024894087241779
60041.07992622873,1.6918069786544927e-05,-0.3213211878739192
60046.95078267003,1.766038279594942e-05,-0.3055389842162621
60052.82221316754,1.73477894868944e-05,-0.3026431776741257
60058.69421777741,1.781269168313391e-05,-0.29750804864677266
60064.566796555766,1.79027325310399e-05,-0.30279329735891825
60070.43994955875,1.705367109614851e-05,-0.2675179932698099
60076.31367684252,1.7773420399970296e-05,-0.28942901213284405
60082.18797846321,1.7077805475660877e-05,-0.2649002704457283
60088.062854477,1.7481057013275903e-05,-0.2948624952831355
60093.93830494004,1.7064549269249212e-05,-0.3218344883892392
60099.81432990851,1.8164527875887422e-05,-0.29334131457488716
60105.690929438584,1.73437059102183e-05,-0.28973448424101517
60111.56810358631,1.5915283831850553e-05,-0.2936290360998024
60117.445852408135,1.789368321979862e-05,-0.28263668232063177
60123.324175960115,1.7424159322003203e-05,-0.3170158067989393
60129.20307429846,1.7728192982387944e-05,-0.35965489251455346
60135.08254747936,1.7384851555163147e-05,-0.2912330333735886
60140.96259555903,1.747481095524194e-05,-0.2921878102184836
60146.84321859369,1.788839751162578e-05,-0.28638427366709596
60152.724416639554,1.748562111870106e-05,-0.33327860951761273
60158.60618975284,1.7466887537369335e-05,-0.30375169009847713
60164.48853798979,1.808723795484031e-05,-0.32732153365418415
60170.37146140663,1.719323183757754e-05,-0.2622416411529007
60176.25496005961,1.6683459801096726e-05,-0.25622354313625495
60182.13903400497,1.714745499654836e-05,-0.2403825294796953
60188.023683298845,1.7674542439663446e-05,-0.2854022680023277
60193.908907997735,1.722004857494905e-05,-0.21458955146657174
60199.79470815779,1.783613446349615e-05,-0.2856344118588875
60205.68108383526,1.7471237648270663e-05,-0.26591151771991267
60211.568035086435,1.8347099524322742e-05,-0.24927016267530858
60217.45556196759,1.720262935589715e-05,-0.26483927399392326
60223.34366453501,1.7478508960356652e-05,-0.2871102515729022
60229.23234284499,1.615126544774894e-05,-0.2658412571739811
60235.121596953824,1.7374080259819258e-05,-0.27139143300897195
60241.01142691781,1.615829894088997e-05,-0.2851825166886567
60246.901832793264,1.8727677273798766e-05,-0.2845099350917835
60252.79281463649,1.627513475852138e-05,-0.28818316592300774
60258.68437250369,1.6975085215714967e-05,-0.284951695994334
