Frequency_Hz,Amplitude_d1,Phase_rad_d1
61500.0,7.9978022701448e-06,-0.48093512188492515
61501.00066711141,6.193090548724572e-06,-0.7088519646538647
61502.00133422281,1.0956656598095601e-05,-0.35696105727708016
61503.00200133422,5.418970795563162e-06,-1.9162548809876403
61504.00266844563,5.633283324934878e-06,-0.14693194019117137
61505.00333555704,8.764553833288583e-06,-0.5973003521463556
61506.004002668444,7.257806706497516e-06,-0.9664446854786307
61507.00466977985,9.265716400076264e-06,-0.9788354917821496
61508.00533689126,1.2615873371839915e-05,-0.9733936493007281
61509.006004002666,6.953270608305081e-06,-0.17639576389151967
61510.006671114075,4.140550168119895e-06,0.23813049718931759
61511.007338225485,6.082442664559345e-06,-0.3641508672324426
61512.008005336895,9.249276973230308e-06,-1.086372052384088
61513.0086724483,5.781315980387599e-06,-1.1363187518333706
61514.00933955971,1.0062995474782262e-05,-0.9324076552283608
61515.01000667112,9.291786198235012e-06,-1.1237182002096098
61516.01067378252,1.240698833662489e-05,0.1211087261073175
61517.01134089393,4.619689745493074e-06,-0.5988657481116431
61518.01200800534,9.98385131836251e-06,-0.24383550815527008
61519.01267511674,6.426004787221973e-06,-1.4333618379263844
61520.01334222815,1.2859698094223562e-05,-0.6062547938784254
61521.01400933956,6.493858991257279e-06,-0.8181254352280011
61522.01467645097,1.2789769644419172e-05,0.05202857716095619
61523.01534356237,1.1276667980135643e-05,-0.3217626815416192
61524.01601067378,4.310933691649284e-06,-0.40208653668804534
61525.01667778519,8.917212883543792e-06,-0.21107157268495935
61526.017344896594,9.033047475549955e-06,-0.11694313466292489
61527.018012008004,5.412903579063728e-06,-0.7331649493272181
61528.018679119414,1.1924554550616158e-05,-0.9203269557634665
61529.01934623082,8.111676860678457e-06,-0.42640019203624246
61530.020013342226,5.510279115969295e-06,-0.5721280486184259
61531.020680453636,1.3450239588376384e-06,-0.5153304688758323
61532.021347565045,1.3448699555890552e-05,-0.7359510178952958
61533.02201467645,5.926371241353586e-06,-0.49553837541070245
61534.02268178786,1.002360500036263e-05,-0.8021455316077571
61535.02334889927,7.433171031925205e-06,-0.3626915494580989
61536.02401601068,8.481258909776325e-06,-1.394105303623932
61537.02468312208,1.3505731279226017e-05,-0.47084581756448407
61538.02535023349,9.79699085537993e-06,-0.2977283175521215
61539.0260173449,8.74974586859037e-06,-0.3829933597458741
61540.0266844563,1.3089651830186155e-05,-0.520703752796575
61541.02735156771,8.244218032759877e-06,-1.1072910222944752
61542.02801867912,8.866122791739944e-06,0.1490620631843666
61543.02868579053,1.0213233336788417e-05,-1.1637118852256005
61544.02935290193,1.1422545996136698e-05,-0.22856710473897424
61545.03002001334,1.3027051349896798e-05,-0.8083762891340105
61546.03068712475,8.877139162416054e-06,-0.4612632401934489
61547.031354236155,1.070857563163594e-05,-0.7840922556883918
61548.032021347564,7.3182683019068335e-06,-0.8686770158872
61549.032688458974,8.864196500289973e-06,-0.7201886178410757
61550.033355570384,4.706218847696933e-06,-1.7684742131919164
61551.034022681786,5.416505947552299e-06,-1.2714210832948
61552.034689793196,3.970390701889541e-06,-1.0812624065354046
61553.035356904606,3.022806474935257e-06,-0.08262998707831075
61554.03602401601,9.793456314435469e-06,-0.9407679593766533
61555.03669112742,4.875110547334873e-06,-0.6315934003543264
61556.03735823883,4.813949991957634e-06,-0.22011336358251354
61557.03802535023,1.1312111096156259e-05,-0.7196008679222038
61558.03869246164,1.8840238075657737e-06,0.9045465670822679
61559.03935957305,6.7528236798985825e-06,-1.090192196741654
61560.04002668446,1.1539086480874361e-05,-0.6074793572679336
61561.04069379586,1.1191591844563177e-05,-0.9735598069294674
61562.04136090727,3.168238471298445e-06,-1.5475691455930551
61563.04202801868,5.2137770714351855e-06,-0.30367783101502144
61564.04269513008,5.972973519088143e-06,0.17190957482838662
61565.04336224149,8.184355713131532e-06,-0.3861270537966498
61566.0440293529,7.89286784624605e-06,-0.8014181195048391
61567.04469646431,5.063700602150965e-06,-0.7274783477369713
61568.045363575715,1.0106725787739854e-05,-1.1033874933563534
61569.046030687125,6.232422550293141e-06,-1.9526823167037692
61570.046697798534,1.1951650066291415e-05,-0.6814527358217588
61571.04736490994,1.1644576645321251e-05,0.09310753302260046
61572.04803202135,7.17202132081733e-06,-0.36367930935113746
61573.048699132756,6.733346556054521e-06,-0.6601594350565319
61574.049366244166,1.4134826675309143e-05,-0.8151700146006762
61575.05003335557,8.344197375656578e-06,-0.5094687227532504
61576.05070046698,1.5223126456723751e-05,-0.9583409614101545
61577.05136757839,8.754024463400238e-06,-0.8911030737870108
61578.05203468979,1.2252585247598971e-05,-0.5955538916795654
61579.0527018012,7.416934367318648e-06,-0.9603701256743685
61580.05336891261,4.5229555619897756e-06,-0.9546253624765333
61581.05403602402,1.2067161003068528e-05,-0.30987663095881873
61582.05470313542,8.323499560795515e-06,-0.4795684342628885
61583.05537024683,6.164206454318817e-06,-0.9972273054000661
61584.05603735824,6.567794013702579e-06,-0.6458020612166535
61585.05670446964,6.841679749300774e-06,-0.6012381252038685
61586.05737158105,8.461695371976505e-06,-1.0012318862055356
61587.05803869246,5.435504811830158e-06,0.002517621235493002
61588.05870580387,5.675391802055378e-06,-0.39794688562790503
61589.059372915275,7.149832778336488e-06,-0.512663276625168
61590.060040026685,9.146123930212907e-06,-1.6868978640710612
61591.060707138095,7.595548906033409e-06,-0.5227426408915241
61592.0613742495,1.264516675607659e-05,-0.7412137976013429
61593.06204136091,1.366836926644338e-05,-0.22724232447014214
61594.06270847232,8.816101397669798e-06,-0.15870118839220126
61595.06337558372,8.802123463071782e-06,-1.427838464506266
61596.06404269513,7.991900664903203e-06,-0.5848899271627246
61597.06470980654,6.983323840262607e-06,-0.633765087975036
61598.06537691795,1.1401673850677016e-05,-0.4892477148868706
61599.06604402935,9.044310808365219e-06,-0.4156439778681456
61600.06671114076,1.0010976137322515e-05,-0.1912305166799477
61601.06737825217,8.585469432820232e-06,-0.5929545380667174
61602.06804536357,1.2283968151750715e-05,-0.41882688262856077
61603.06871247498,9.596047147054668e-06,-0.7005873202229546
61604.06937958639,3.0598899092379873e-06,-1.17195837174759
61605.0700466978,6.071244859101994e-06,-0.8948707176493641
61606.070713809204,1.8600577168094352e-05,-0.6674946733105382
61607.07138092061,1.0937385431358368e-05,-0.3362357597252039
61608.07204803202,9.887862853068121e-06,-0.6726113161933389
61609.072715143426,6.342919012430485e-06,-0.48098470133754107
61610.073382254835,1.416842463296594e-05,-1.0161169160956711
61611.074049366245,4.572460895844155e-06,0.3330693719053642
61612.074716477655,1.0381555380450138e-05,-0.484248301367025
61613.07538358906,9.807009527189775e-06,-1.0321248106368774
61614.07605070047,8.935049192290884e-06,-0.7560698839398169
61615.07671781188,1.1385318669832952e-05,-0.9000185488980389
61616.07738492328,5.951033788438351e-06,-1.3941418680197415
61617.07805203469,1.3049075574154319e-05,-0.2540535448611686
61618.0787191461,6.070747723949902e-06,-0.9054344726887098
61619.07938625751,1.2235201095045132e-05,-0.16129871408298008
61620.08005336891,5.606388822644216e-06,-1.25249725516973
61621.08072048032,8.23336607449309e-06,-0.9512941623951833
61622.08138759173,6.8241335154317955e-06,-1.1883160167326805
61623.08205470313,1.2556882673778832e-05,-0.7293588873697968
61624.08272181454,1.563490631006856e-05,-0.7962524801632597
61625.08338892595,5.813307824813662e-06,-0.2614095719277664
61626.08405603736,2.8820824666747516e-06,0.38278898152278523
61627.084723148764,4.275814223157264e-06,-0.2561449181767564
61628.085390260174,5.756170783367848e-06,0.16234579306801855
61629.08605737158,1.3371459101546177e-05,-0.3783467129581398
61630.086724482986,9.558228359950877e-06,-1.0571096509609539
61631.087391594396,1.100463484461422e-05,-0.7380268001099684
61632.088058705805,9.924127807283086e-06,-0.34604143391402337
61633.08872581721,3.468341999179406e-06,-0.8964496654403686
61634.08939292862,9.76890329088981e-06,-1.102559134683645
61635.09006004003,7.510488266590026e-06,-0.13086119169672417
61636.09072715144,7.589108243772943e-06,-0.4055727707593137
61637.09139426284,1.0455282985462744e-05,-0.7892331476175166
